inference_steps,batch,time,time_per_image
50.0,1.0,23.5979061126709,23.5979061126709
50.0,2.0,43.02677011489868,21.51338505744934
50.0,4.0,82.04829788208008,20.51207447052002
50.0,8.0,143.4887411594391,17.936092644929886
